токен	TF	IDF	TF-IDF
авторам	0.002141	0.040822	0.000087
аджика	0.002141	0.040822	0.000087
айран	0.002141	0.040822	0.000087
акчуч	0.002141	2.995732	0.006415
бабич	0.002141	1.514128	0.003242
баклажаны	0.002141	0.040822	0.000087
бастурма	0.002141	0.040822	0.000087
безе	0.002141	0.040822	0.000087
бисквит	0.002141	0.040822	0.000087
блины	0.002141	0.040822	0.000087
блюда	0.006424	0.040822	0.000262
блюдо	0.004283	0.040822	0.000175
борщ	0.002141	0.040822	0.000087
ботвинья	0.002141	0.040822	0.000087
браузере	0.002141	0.040822	0.000087
брауни	0.002141	0.040822	0.000087
брокколи	0.002141	0.040822	0.000087
буженина	0.002141	0.040822	0.000087
булочки	0.002141	0.040822	0.000087
бульон	0.002141	0.040822	0.000087
бургер	0.002141	0.040822	0.000087
бутерброды	0.002141	0.040822	0.000087
варенье	0.002141	0.040822	0.000087
ватрушки	0.002141	0.040822	0.000087
вафли	0.002141	0.040822	0.000087
вашей	0.002141	0.040822	0.000087
вводя	0.002141	0.040822	0.000087
весенние	0.002141	0.051293	0.000110
вино	0.002141	0.040822	0.000087
вкусная	0.002141	0.061875	0.000132
вначале	0.004283	0.248461	0.001064
во	0.002141	0.061875	0.000132
возрастанию	0.002141	4.605170	0.009861
войти	0.002141	0.000000	0.000000
вопросы	0.002141	0.000000	0.000000
всего	0.002141	0.186330	0.000399
всему	0.002141	0.061875	0.000132
вспомнить	0.002141	0.040822	0.000087
вход	0.006424	0.030459	0.000196
выйти	0.002141	0.040822	0.000087
выпечка	0.002141	0.040822	0.000087
гарнир	0.002141	0.040822	0.000087
гаспачо	0.002141	0.040822	0.000087
главный	0.002141	0.040822	0.000087
глазурь	0.002141	0.040822	0.000087
глинтвейн	0.002141	0.040822	0.000087
горчица	0.002141	0.040822	0.000087
горшочке	0.002141	0.040822	0.000087
гренки	0.002141	0.040822	0.000087
гречка	0.002141	0.040822	0.000087
грибные	0.002141	0.040822	0.000087
грибы	0.002141	0.040822	0.000087
грог	0.002141	0.040822	0.000087
группы	0.002141	0.061875	0.000132
дает	0.002141	0.040822	0.000087
данные	0.002141	0.040822	0.000087
дате	0.004283	0.248461	0.001064
делимся	0.002141	0.040822	0.000087
демурия	0.002141	3.912023	0.008377
десерты	0.002141	0.040822	0.000087
джем	0.002141	0.040822	0.000087
дневниках	0.002141	0.061875	0.000132
дня	0.002141	0.040822	0.000087
добавлять	0.002141	0.040822	0.000087
дом	0.004283	0.040822	0.000175
домашнее	0.002141	0.040822	0.000087
домашние	0.002141	0.040822	0.000087
домов	0.002141	0.040822	0.000087
другими	0.002141	0.040822	0.000087
единый	0.002141	0.040822	0.000087
жаркое	0.002141	0.040822	0.000087
желе	0.002141	0.040822	0.000087
женском	0.002141	0.061875	0.000132
жизни	0.002141	0.040822	0.000087
жульен	0.002141	0.040822	0.000087
жюльен	0.002141	0.040822	0.000087
заготовки	0.002141	0.040822	0.000087
задавать	0.002141	0.040822	0.000087
закваска	0.002141	0.040822	0.000087
закуски	0.002141	0.040822	0.000087
заливное	0.002141	0.040822	0.000087
запеканки	0.002141	0.040822	0.000087
заправка	0.002141	0.040822	0.000087
зарегистрировавшись	0.002141	0.040822	0.000087
зарегистрировано	0.002141	4.605170	0.009861
зарегистрироваться	0.002141	0.030459	0.000065
зефир	0.002141	0.040822	0.000087
зимние	0.002141	0.051293	0.000110
зиму	0.002141	0.040822	0.000087
икра	0.002141	0.040822	0.000087
