токен	TF	IDF	TF-IDF
абхазская	0.000735	0.116534	0.000086
австралийская	0.000735	0.116534	0.000086
австрийская	0.000735	0.116534	0.000086
автоклава	0.000735	0.116534	0.000086
авторам	0.000735	0.040822	0.000030
аджика	0.000735	0.040822	0.000030
азербайджанская	0.000735	0.116534	0.000086
азу	0.000735	2.813411	0.002069
айран	0.000735	0.040822	0.000030
алкоголь	0.001471	0.116534	0.000171
алкогольные	0.000735	0.116534	0.000086
алкоголя	0.000735	0.116534	0.000086
американская	0.000735	0.116534	0.000086
английская	0.000735	0.116534	0.000086
арабская	0.000735	0.116534	0.000086
аргентинская	0.000735	0.116534	0.000086
армянская	0.000735	0.116534	0.000086
ассорти	0.001471	0.116534	0.000171
афганская	0.000735	0.116534	0.000086
африканская	0.000735	0.116534	0.000086
ачма	0.000735	4.605170	0.003386
аэрогриле	0.007353	0.116534	0.000857
баба	0.000735	3.912023	0.002876
баклажаны	0.000735	0.040822	0.000030
баранины	0.002941	0.116534	0.000343
бастурма	0.000735	0.040822	0.000030
баурсаки	0.000735	4.605170	0.003386
башкирская	0.000735	0.116534	0.000086
безалкогольные	0.000735	0.116534	0.000086
безглютеновые	0.000735	0.116534	0.000086
безе	0.002206	0.040822	0.000090
белорусская	0.000735	0.116534	0.000086
бельгийская	0.000735	0.116534	0.000086
беляши	0.000735	3.506558	0.002578
беременных	0.000735	0.116534	0.000086
бефстроганов	0.000735	2.995732	0.002203
бешбармак	0.000735	3.506558	0.002578
бигус	0.000735	3.506558	0.002578
бисквит	0.000735	0.040822	0.000030
бисквитное	0.001471	0.116534	0.000171
бисквитный	0.000735	0.105361	0.000077
биточки	0.000735	1.897120	0.001395
бифштекс	0.000735	4.605170	0.003386
блинов	0.001471	0.116534	0.000171
блины	0.002206	0.040822	0.000090
блюд	0.000735	0.094311	0.000069
блюда	0.054412	0.040822	0.002221
блюдо	0.001471	0.040822	0.000060
бобовых	0.003676	0.116534	0.000428
болгарская	0.000735	0.116534	0.000086
борщ	0.001471	0.040822	0.000060
ботвинья	0.000735	0.040822	0.000030
бразильская	0.000735	0.116534	0.000086
браузере	0.000735	0.040822	0.000030
брауни	0.000735	0.040822	0.000030
бризоль	0.000735	2.659260	0.001955
брокколи	0.000735	0.040822	0.000030
буженина	0.000735	0.040822	0.000030
булочки	0.001471	0.040822	0.000060
бульон	0.004412	0.040822	0.000180
бульоны	0.002941	0.116534	0.000343
бургер	0.000735	0.040822	0.000030
бурито	0.000735	4.605170	0.003386
бурятская	0.000735	0.116534	0.000086
бутерброд	0.001471	0.116534	0.000171
бутерброды	0.001471	0.040822	0.000060
буше	0.000735	3.506558	0.002578
быстрый	0.000735	0.105361	0.000077
валлийская	0.000735	0.116534	0.000086
вареники	0.001471	0.116534	0.000171
варенье	0.001471	0.040822	0.000060
ватрушки	0.000735	0.040822	0.000030
вафли	0.001471	0.040822	0.000060
вашей	0.000735	0.040822	0.000030
вводя	0.000735	0.040822	0.000030
вегетарианское	0.000735	0.116534	0.000086
венгерская	0.000735	0.116534	0.000086
вертута	0.000735	4.605170	0.003386
ветчины	0.000735	0.105361	0.000077
вино	0.001471	0.040822	0.000060
влюбленных	0.000735	0.116534	0.000086
