токен	TF	IDF	TF-IDF
авторам	0.001357	0.040822	0.000055
аджика	0.001357	0.040822	0.000055
айран	0.001357	0.040822	0.000055
акчуч	0.001357	2.995732	0.004065
аламеда	0.001357	3.912023	0.005308
баклажаны	0.001357	0.040822	0.000055
баночки	0.001357	3.912023	0.005308
бардака	0.001357	4.605170	0.006249
бастурма	0.001357	0.040822	0.000055
безе	0.001357	0.040822	0.000055
безказеиновой	0.001357	4.605170	0.006249
бисквит	0.002714	0.040822	0.000111
бисквитный	0.001357	0.105361	0.000143
бисквитными	0.001357	4.605170	0.006249
близким	0.001357	2.995732	0.004065
блины	0.001357	0.040822	0.000055
блюда	0.004071	0.040822	0.000166
блюдо	0.004071	0.040822	0.000166
большинстве	0.001357	4.605170	0.006249
борщ	0.001357	0.040822	0.000055
ботвинья	0.001357	0.040822	0.000055
браузере	0.001357	0.040822	0.000055
брауни	0.001357	0.040822	0.000055
брокколи	0.001357	0.040822	0.000055
брэдфорд	0.001357	4.605170	0.006249
будете	0.001357	2.302585	0.003124
буженина	0.001357	0.040822	0.000055
булочки	0.001357	0.040822	0.000055
бульон	0.001357	0.040822	0.000055
бумаги	0.001357	4.605170	0.006249
бургер	0.001357	0.040822	0.000055
бутерброды	0.001357	0.040822	0.000055
бывают	0.001357	2.995732	0.004065
быстро	0.001357	0.094311	0.000128
быстрый	0.002714	0.105361	0.000286
варенье	0.001357	0.040822	0.000055
вариант	0.001357	0.562119	0.000763
ватрушки	0.001357	0.040822	0.000055
вафли	0.001357	0.040822	0.000055
вашей	0.002714	0.040822	0.000111
вводя	0.001357	0.040822	0.000055
вгоняя	0.001357	4.605170	0.006249
вдруг	0.001357	2.407946	0.003267
венгерки	0.001357	4.605170	0.006249
весенние	0.001357	0.051293	0.000070
виде	0.002714	1.171183	0.003178
вино	0.001357	0.040822	0.000055
вкусная	0.001357	0.061875	0.000084
вкуснейшие	0.001357	2.120264	0.002877
вкусного	0.001357	2.207275	0.002995
вместо	0.001357	2.407946	0.003267
вначале	0.002714	0.248461	0.000674
внимания	0.001357	2.995732	0.004065
во	0.001357	0.061875	0.000084
возможности	0.001357	2.813411	0.003817
войти	0.001357	0.000000	0.000000
вопрос	0.001357	1.771957	0.002404
вопросы	0.001357	0.000000	0.000000
впереди	0.001357	2.407946	0.003267
всегда	0.005427	0.653926	0.003549
всему	0.001357	0.061875	0.000084
вспомнить	0.001357	0.040822	0.000055
вставал	0.001357	4.605170	0.006249
вход	0.004071	0.030459	0.000124
выбираться	0.001357	3.912023	0.005308
выйти	0.001357	0.040822	0.000055
выпечка	0.001357	0.040822	0.000055
выпечки	0.001357	0.072571	0.000098
вырос	0.001357	3.912023	0.005308
гарнир	0.001357	0.040822	0.000055
гаспачо	0.001357	0.040822	0.000055
гастониа	0.001357	4.605170	0.006249
главный	0.001357	0.040822	0.000055
глазурь	0.001357	0.040822	0.000055
глинтвейн	0.001357	0.040822	0.000055
говорят	0.001357	3.218876	0.004368
горчица	0.001357	0.040822	0.000055
горчицы	0.001357	3.912023	0.005308
горшочке	0.001357	0.040822	0.000055
готовое	0.001357	3.912023	0.005308
готовые	0.001357	3.218876	0.004368
гренки	0.001357	0.040822	0.000055
гречка	0.001357	0.040822	0.000055
грибные	0.001357	0.040822	0.000055
грибы	0.001357	0.040822	0.000055
грог	0.001357	0.040822	0.000055
группы	0.001357	0.061875	0.000084
дает	0.001357	0.040822	0.000055
далее	0.013569	2.813411	0.038174
данные	0.001357	0.040822	0.000055
дате	0.002714	0.248461	0.000674
делать	0.002714	1.386294	0.003762
деле	0.001357	2.302585	0.003124
делимся	0.001357	0.040822	0.000055
держит	0.001357	4.605170	0.006249
десерты	0.001357	0.040822	0.000055
дети	0.001357	2.659260	0.003608
джем	0.001357	0.040822	0.000055
диете	0.001357	3.506558	0.004758
дневниках	0.001357	0.061875	0.000084
дня	0.001357	0.040822	0.000055
